"","Scenario","Unit","Region","Variable","Year","Value"
"4105","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2025,0
"4106","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2025,0
"4107","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2025,0
"4108","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2025,0
"4109","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2025,0
"4110","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2025,0
"4111","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2025,0
"4112","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2025,0
"4113","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2025,0
"4114","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2025,0.000483
"4115","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2025,0
"4116","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2025,0.342073
"4117","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2026,0.511462
"4118","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2026,9.8e-05
"4119","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2026,0
"4120","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2026,0
"4121","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2026,0
"4122","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2026,0
"4123","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2026,0
"4124","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2026,0
"4125","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2026,0
"4126","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2026,0
"4127","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2026,0
"4128","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2026,0.001185
"4129","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2026,0
"4130","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2026,0.512745
"4131","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2026,0.458336
"4132","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2026,7e-06
"4133","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2026,0
"4134","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2026,0
"4135","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2026,0
"4136","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2026,0
"4137","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2026,0
"4138","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2026,0
"4139","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2026,0
"4140","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2026,0
"4141","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2026,0
"4142","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2026,6.6e-05
"4143","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2026,0
"4144","Current Measures","Megatonnes","Canada","Natural gas with CCS",2026,0.458409
"4145","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2026,0.510435
"4146","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2026,0.000102
"4147","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2026,0
"4148","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2026,0
"4149","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2026,0
"4150","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2026,0
"4151","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2026,0
"4152","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2026,0
"4153","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2026,0
"4154","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2026,0
"4155","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2026,0
"4156","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2026,0.001184
"4157","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2026,0
"4158","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2026,0.511722
"4159","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2027,0.637192
"4160","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2027,0.000202
"4161","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2027,0
"4162","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2027,0
"4163","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2027,0
"4164","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2027,0
"4165","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2027,0
"4166","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2027,0
"4167","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2027,0
"4168","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2027,0
"4169","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2027,0
"4170","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2027,0.002603
"4171","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2027,0
"4172","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2027,0.639997
"4173","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2027,0.564077
"4174","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2027,7e-06
"4175","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2027,0
"4176","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2027,0
"4177","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2027,0
"4178","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2027,0
"4179","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2027,0
"4180","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2027,0
"4181","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2027,0
"4182","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2027,0
"4183","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2027,0
"4184","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2027,6.5e-05
"4185","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2027,0
"4186","Current Measures","Megatonnes","Canada","Natural gas with CCS",2027,0.564149
"4187","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2027,0.635189
"4188","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2027,0.00022
"4189","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2027,0
"4190","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2027,0
"4191","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2027,0
"4192","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2027,0
"4193","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2027,0
"4194","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2027,0
"4195","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2027,0
"4196","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2027,0
"4197","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2027,0
"4198","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2027,0.00265
"4199","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2027,0
"4200","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2027,0.638059
"4201","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2028,0.726079
"4202","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2028,0.00035
"4203","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2028,0
"4204","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2028,0
"4205","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2028,0
"4206","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2028,0
"4207","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2028,0
"4208","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2028,0
"4209","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2028,0
"4210","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2028,0
"4211","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2028,0
"4212","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2028,0.004782
"4213","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2028,0
"4214","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2028,0.731211
"4215","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2028,0.628101
"4216","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2028,7e-06
"4217","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2028,0
"4218","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2028,0
"4219","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2028,0
"4220","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2028,0
"4221","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2028,0
"4222","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2028,0
"4223","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2028,0
"4224","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2028,0
"4225","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2028,0
"4226","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2028,6.3e-05
"4227","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2028,0
"4228","Current Measures","Megatonnes","Canada","Natural gas with CCS",2028,0.628171
"4229","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2028,0.722604
"4230","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2028,0.000397
"4231","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2028,0
"4232","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2028,0
"4233","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2028,0
"4234","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2028,0
"4235","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2028,0
"4236","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2028,0
"4237","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2028,0
"4238","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2028,0
"4239","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2028,0
"4240","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2028,0.005026
"4241","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2028,0
"4242","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2028,0.728027
"4243","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2029,0.951772
"4244","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2029,0.000545
"4245","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2029,0
"4246","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2029,0
"4247","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2029,0
"4248","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2029,0
"4249","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2029,0
"4250","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2029,0
"4251","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2029,0
"4252","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2029,0
"4253","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2029,0
"4254","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2029,0.007838
"4255","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2029,0
"4256","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2029,0.960155
"4257","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2029,0.736524
"4258","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2029,7e-06
"4259","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2029,0
"4260","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2029,0
"4261","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2029,0
"4262","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2029,0
"4263","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2029,0
"4264","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2029,0
"4265","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2029,0
"4266","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2029,0
"4267","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2029,0
"4268","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2029,6.3e-05
"4269","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2029,0
"4270","Current Measures","Megatonnes","Canada","Natural gas with CCS",2029,0.736593
"4271","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2029,0.870542
"4272","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2029,0.000613
"4273","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2029,0
"4274","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2029,0
"4275","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2029,0
"4276","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2029,0
"4277","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2029,0
"4278","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2029,0
"4279","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2029,0
"4280","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2029,0
"4281","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2029,0
"4282","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2029,0.008578
"4283","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2029,0
"4284","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2029,0.879734
"4285","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2030,1.155281
"4286","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2030,0.00085
"4287","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2030,0
"4288","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2030,0
"4289","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2030,0
"4290","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2030,0
"4291","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2030,0
"4292","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2030,0
"4293","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2030,0
"4294","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2030,0
"4295","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2030,0
"4296","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2030,0.012254
"4297","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2030,0
"4298","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2030,1.168385
"4299","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2030,0.802478
"4300","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2030,8e-06
"4301","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2030,0
"4302","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2030,0
"4303","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2030,0
"4304","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2030,0
"4305","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2030,0
"4306","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2030,0
"4307","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2030,0
"4308","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2030,0
"4309","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2030,0
"4310","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2030,9.2e-05
"4311","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2030,0
"4312","Current Measures","Megatonnes","Canada","Natural gas with CCS",2030,0.802578
"4313","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2030,1.114284
"4314","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2030,0.000934
"4315","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2030,0
"4316","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2030,0
"4317","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2030,0
"4318","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2030,0
"4319","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2030,0
"4320","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2030,0
"4321","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2030,0
"4322","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2030,0
"4323","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2030,0
"4324","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2030,0.014057
"4325","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2030,0
"4326","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2030,1.129275
"4327","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2031,1.416984
"4328","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2031,0.001266
"4329","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2031,0
"4330","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2031,0
"4331","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2031,0
"4332","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2031,0
"4333","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2031,0
"4334","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2031,0
"4335","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2031,0
"4336","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2031,0
"4337","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2031,0
"4338","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2031,0.017948
"4339","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2031,0
"4340","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2031,1.436198
"4341","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2031,0.857958
"4342","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2031,1.2e-05
"4343","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2031,0
"4344","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2031,0
"4345","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2031,0
"4346","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2031,0
"4347","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2031,0
"4348","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2031,0
"4349","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2031,0
"4350","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2031,0
"4351","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2031,0
"4352","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2031,0.000137
"4353","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2031,0
"4354","Current Measures","Megatonnes","Canada","Natural gas with CCS",2031,0.858106
"4355","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2031,1.322948
"4356","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2031,0.001333
"4357","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2031,0
"4358","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2031,0
"4359","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2031,0
"4360","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2031,0
"4361","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2031,0
"4362","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2031,0
"4363","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2031,0
"4364","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2031,0
"4365","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2031,0
"4366","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2031,0.021216
"4367","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2031,0
"4368","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2031,1.345498
"4369","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2032,1.692179
"4370","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2032,0.001774
"4371","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2032,0
"4372","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2032,0
"4373","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2032,0
"4374","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2032,0
"4375","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2032,0
"4376","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2032,0
"4377","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2032,0
"4378","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2032,0
"4379","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2032,0
"4380","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2032,0.024712
"4381","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2032,0
"4382","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2032,1.718665
"4383","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2032,0.905544
"4384","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2032,1.4e-05
"4385","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2032,0
"4386","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2032,0
"4387","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2032,0
"4388","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2032,0
"4389","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2032,0
"4390","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2032,0
"4391","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2032,0
"4392","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2032,0
"4393","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2032,0
"4394","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2032,0.000188
"4395","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2032,0
"4396","Current Measures","Megatonnes","Canada","Natural gas with CCS",2032,0.905746
"4397","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2032,1.567678
"4398","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2032,0.001833
"4399","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2032,0
"4400","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2032,0
"4401","Global Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2032,0
"4402","Global Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2032,0
"4403","Global Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2032,0
"4404","Global Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2032,0
"4405","Global Net-zero","Megatonnes","Ontario","Natural gas with CCS",2032,0
"4406","Global Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2032,0
"4407","Global Net-zero","Megatonnes","Quebec","Natural gas with CCS",2032,0
"4408","Global Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2032,0.029906
"4409","Global Net-zero","Megatonnes","Yukon","Natural gas with CCS",2032,0
"4410","Global Net-zero","Megatonnes","Canada","Natural gas with CCS",2032,1.599417
"4411","Canada Net-zero","Megatonnes","Alberta","Natural gas with CCS",2033,1.981588
"4412","Canada Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2033,0.002313
"4413","Canada Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2033,0
"4414","Canada Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2033,0
"4415","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2033,0
"4416","Canada Net-zero","Megatonnes","Northwest Territories","Natural gas with CCS",2033,0
"4417","Canada Net-zero","Megatonnes","Nova Scotia","Natural gas with CCS",2033,0
"4418","Canada Net-zero","Megatonnes","Nunavut","Natural gas with CCS",2033,0
"4419","Canada Net-zero","Megatonnes","Ontario","Natural gas with CCS",2033,0
"4420","Canada Net-zero","Megatonnes","Prince Edward Island","Natural gas with CCS",2033,0
"4421","Canada Net-zero","Megatonnes","Quebec","Natural gas with CCS",2033,0
"4422","Canada Net-zero","Megatonnes","Saskatchewan","Natural gas with CCS",2033,0.032457
"4423","Canada Net-zero","Megatonnes","Yukon","Natural gas with CCS",2033,0
"4424","Canada Net-zero","Megatonnes","Canada","Natural gas with CCS",2033,2.016358
"4425","Current Measures","Megatonnes","Alberta","Natural gas with CCS",2033,0.944884
"4426","Current Measures","Megatonnes","British Columbia","Natural gas with CCS",2033,1.7e-05
"4427","Current Measures","Megatonnes","Manitoba","Natural gas with CCS",2033,0
"4428","Current Measures","Megatonnes","New Brunswick","Natural gas with CCS",2033,0
"4429","Current Measures","Megatonnes","Newfoundland and Labrador","Natural gas with CCS",2033,0
"4430","Current Measures","Megatonnes","Northwest Territories","Natural gas with CCS",2033,0
"4431","Current Measures","Megatonnes","Nova Scotia","Natural gas with CCS",2033,0
"4432","Current Measures","Megatonnes","Nunavut","Natural gas with CCS",2033,0
"4433","Current Measures","Megatonnes","Ontario","Natural gas with CCS",2033,0
"4434","Current Measures","Megatonnes","Prince Edward Island","Natural gas with CCS",2033,0
"4435","Current Measures","Megatonnes","Quebec","Natural gas with CCS",2033,0
"4436","Current Measures","Megatonnes","Saskatchewan","Natural gas with CCS",2033,0.000245
"4437","Current Measures","Megatonnes","Yukon","Natural gas with CCS",2033,0
"4438","Current Measures","Megatonnes","Canada","Natural gas with CCS",2033,0.945146
"4439","Global Net-zero","Megatonnes","Alberta","Natural gas with CCS",2033,1.829001
"4440","Global Net-zero","Megatonnes","British Columbia","Natural gas with CCS",2033,0.002398
"4441","Global Net-zero","Megatonnes","Manitoba","Natural gas with CCS",2033,0
"4442","Global Net-zero","Megatonnes","New Brunswick","Natural gas with CCS",2033,0
