"","Scenario","Year","Unit","Variable","Value"
"1182","Canada Net-zero","2036","Megatonnes","Low or Non-emitting Hydrogen Production",-2.635778
"1183","Canada Net-zero","2037","Megatonnes","Low or Non-emitting Hydrogen Production",-3.7248196
"1184","Canada Net-zero","2038","Megatonnes","Low or Non-emitting Hydrogen Production",-5.0245944
"1185","Canada Net-zero","2039","Megatonnes","Low or Non-emitting Hydrogen Production",-6.4905976
"1186","Canada Net-zero","2040","Megatonnes","Low or Non-emitting Hydrogen Production",-8.236068
"1187","Canada Net-zero","2041","Megatonnes","Low or Non-emitting Hydrogen Production",-10.152918
"1188","Canada Net-zero","2042","Megatonnes","Low or Non-emitting Hydrogen Production",-12.3220596
"1189","Canada Net-zero","2043","Megatonnes","Low or Non-emitting Hydrogen Production",-13.7317244
"1190","Canada Net-zero","2044","Megatonnes","Low or Non-emitting Hydrogen Production",-15.1351048
"1191","Canada Net-zero","2045","Megatonnes","Low or Non-emitting Hydrogen Production",-16.4217484
"1192","Canada Net-zero","2046","Megatonnes","Low or Non-emitting Hydrogen Production",-18.23905032
"1193","Canada Net-zero","2047","Megatonnes","Low or Non-emitting Hydrogen Production",-20.01555344
"1194","Canada Net-zero","2048","Megatonnes","Low or Non-emitting Hydrogen Production",-21.74925968
"1195","Canada Net-zero","2049","Megatonnes","Low or Non-emitting Hydrogen Production",-23.46094608
"1196","Canada Net-zero","2050","Megatonnes","Low or Non-emitting Hydrogen Production",-25.1005784
"1197","Canada Net-zero","2005","Megatonnes","Transportation",156.789231398837
"1198","Canada Net-zero","2006","Megatonnes","Transportation",157.661817704718
"1199","Canada Net-zero","2007","Megatonnes","Transportation",162.652848842511
"1200","Canada Net-zero","2008","Megatonnes","Transportation",163.225256856413
"1201","Canada Net-zero","2009","Megatonnes","Transportation",162.032889410431
"1202","Canada Net-zero","2010","Megatonnes","Transportation",165.503582105083
"1203","Canada Net-zero","2011","Megatonnes","Transportation",164.423362935477
"1204","Canada Net-zero","2012","Megatonnes","Transportation",164.618385724774
"1205","Canada Net-zero","2013","Megatonnes","Transportation",167.105799721753
"1206","Canada Net-zero","2014","Megatonnes","Transportation",164.707158296229
"1207","Canada Net-zero","2015","Megatonnes","Transportation",162.59077884351
"1208","Canada Net-zero","2016","Megatonnes","Transportation",162.364838526307
"1209","Canada Net-zero","2017","Megatonnes","Transportation",165.371017447942
"1210","Canada Net-zero","2018","Megatonnes","Transportation",169.316979027229
"1211","Canada Net-zero","2019","Megatonnes","Transportation",170.163122336464
"1212","Canada Net-zero","2020","Megatonnes","Transportation",143.220233614359
"1213","Canada Net-zero","2021","Megatonnes","Transportation",150.114737099638
"1214","Canada Net-zero","2022","Megatonnes","Transportation",168.65091612
"1215","Canada Net-zero","2023","Megatonnes","Transportation",172.32977345
"1216","Canada Net-zero","2024","Megatonnes","Transportation",170.37997877
"1217","Canada Net-zero","2025","Megatonnes","Transportation",169.56611533
"1218","Canada Net-zero","2026","Megatonnes","Transportation",167.68130944
"1219","Canada Net-zero","2027","Megatonnes","Transportation",164.82330733
"1220","Canada Net-zero","2028","Megatonnes","Transportation",159.73398051
"1221","Canada Net-zero","2029","Megatonnes","Transportation",154.40922588
"1222","Canada Net-zero","2030","Megatonnes","Transportation",148.03466768
"1223","Canada Net-zero","2031","Megatonnes","Transportation",140.688097655
"1224","Canada Net-zero","2032","Megatonnes","Transportation",133.032846599
"1225","Canada Net-zero","2033","Megatonnes","Transportation",125.138253912
"1226","Canada Net-zero","2034","Megatonnes","Transportation",117.246189222
"1227","Canada Net-zero","2035","Megatonnes","Transportation",108.998438068
"1228","Canada Net-zero","2036","Megatonnes","Transportation",100.33578722
"1229","Canada Net-zero","2037","Megatonnes","Transportation",91.954465736
"1230","Canada Net-zero","2038","Megatonnes","Transportation",83.997417566
"1231","Canada Net-zero","2039","Megatonnes","Transportation",76.378080091
"1232","Canada Net-zero","2040","Megatonnes","Transportation",68.868378108
"1233","Canada Net-zero","2041","Megatonnes","Transportation",61.64118503
"1234","Canada Net-zero","2042","Megatonnes","Transportation",54.799100774
"1235","Canada Net-zero","2043","Megatonnes","Transportation",48.456812437
"1236","Canada Net-zero","2044","Megatonnes","Transportation",42.492135361
"1237","Canada Net-zero","2045","Megatonnes","Transportation",36.96732284
"1238","Canada Net-zero","2046","Megatonnes","Transportation",31.78085527
"1239","Canada Net-zero","2047","Megatonnes","Transportation",26.894987631
"1240","Canada Net-zero","2048","Megatonnes","Transportation",22.352535939
"1241","Canada Net-zero","2049","Megatonnes","Transportation",18.094830613
"1242","Canada Net-zero","2050","Megatonnes","Transportation",14.297852104
"1243","Canada Net-zero","2005","Megatonnes","Buildings",84.8494440050727
"1244","Canada Net-zero","2006","Megatonnes","Buildings",79.6627072203135
"1245","Canada Net-zero","2007","Megatonnes","Buildings",85.5204055631163
"1246","Canada Net-zero","2008","Megatonnes","Buildings",85.4325137128453
"1247","Canada Net-zero","2009","Megatonnes","Buildings",83.8652561035829
"1248","Canada Net-zero","2010","Megatonnes","Buildings",81.5053666919018
"1249","Canada Net-zero","2011","Megatonnes","Buildings",86.0148367632938
"1250","Canada Net-zero","2012","Megatonnes","Buildings",84.5349551102109
"1251","Canada Net-zero","2013","Megatonnes","Buildings",85.6590534243182
"1252","Canada Net-zero","2014","Megatonnes","Buildings",86.2359558576132
"1253","Canada Net-zero","2015","Megatonnes","Buildings",85.294219300465
"1254","Canada Net-zero","2016","Megatonnes","Buildings",84.8545423846131
"1255","Canada Net-zero","2017","Megatonnes","Buildings",87.7096065977111
"1256","Canada Net-zero","2018","Megatonnes","Buildings",92.3680408957698
"1257","Canada Net-zero","2019","Megatonnes","Buildings",93.2741018835545
"1258","Canada Net-zero","2020","Megatonnes","Buildings",89.1178698807782
"1259","Canada Net-zero","2021","Megatonnes","Buildings",87.1696046149819
"1260","Canada Net-zero","2022","Megatonnes","Buildings",81.9283228105488
"1261","Canada Net-zero","2023","Megatonnes","Buildings",81.0753299775958
"1262","Canada Net-zero","2024","Megatonnes","Buildings",79.2694732850474
"1263","Canada Net-zero","2025","Megatonnes","Buildings",77.0148820021445
"1264","Canada Net-zero","2026","Megatonnes","Buildings",74.9317623879333
"1265","Canada Net-zero","2027","Megatonnes","Buildings",72.6928991599369
"1266","Canada Net-zero","2028","Megatonnes","Buildings",70.4473663757312
"1267","Canada Net-zero","2029","Megatonnes","Buildings",68.097592399575
"1268","Canada Net-zero","2030","Megatonnes","Buildings",65.6252925356055
"1269","Canada Net-zero","2031","Megatonnes","Buildings",63.2953988057979
"1270","Canada Net-zero","2032","Megatonnes","Buildings",60.6069796293566
"1271","Canada Net-zero","2033","Megatonnes","Buildings",58.0126560799793
"1272","Canada Net-zero","2034","Megatonnes","Buildings",55.3079714436133
"1273","Canada Net-zero","2035","Megatonnes","Buildings",52.3178682558914
"1274","Canada Net-zero","2036","Megatonnes","Buildings",49.5854995752063
"1275","Canada Net-zero","2037","Megatonnes","Buildings",47.3020574521137
"1276","Canada Net-zero","2038","Megatonnes","Buildings",45.0900912439419
"1277","Canada Net-zero","2039","Megatonnes","Buildings",42.9454756968916
"1278","Canada Net-zero","2040","Megatonnes","Buildings",40.8789441969301
"1279","Canada Net-zero","2041","Megatonnes","Buildings",38.6111735680132
"1280","Canada Net-zero","2042","Megatonnes","Buildings",36.6346089169414
"1281","Canada Net-zero","2043","Megatonnes","Buildings",34.8032233937898
"1282","Canada Net-zero","2044","Megatonnes","Buildings",33.1433078490909
"1283","Canada Net-zero","2045","Megatonnes","Buildings",31.561851384608
"1284","Canada Net-zero","2046","Megatonnes","Buildings",30.0874870165539
"1285","Canada Net-zero","2047","Megatonnes","Buildings",28.4850268499343
"1286","Canada Net-zero","2048","Megatonnes","Buildings",27.2293189541466
"1287","Canada Net-zero","2049","Megatonnes","Buildings",26.038448802228
"1288","Canada Net-zero","2050","Megatonnes","Buildings",24.9505383787533
"1289","Canada Net-zero","2005","Megatonnes","Heavy Industry",88.9892315797221
"1290","Canada Net-zero","2006","Megatonnes","Heavy Industry",88.7413067786696
"1291","Canada Net-zero","2007","Megatonnes","Heavy Industry",87.4088796064499
"1292","Canada Net-zero","2008","Megatonnes","Heavy Industry",85.8588197068612
"1293","Canada Net-zero","2009","Megatonnes","Heavy Industry",72.5300028945597
"1294","Canada Net-zero","2010","Megatonnes","Heavy Industry",75.6869847607848
"1295","Canada Net-zero","2011","Megatonnes","Heavy Industry",81.7798841154311
"1296","Canada Net-zero","2012","Megatonnes","Heavy Industry",81.8268305566788
"1297","Canada Net-zero","2013","Megatonnes","Heavy Industry",80.513213464397
"1298","Canada Net-zero","2014","Megatonnes","Heavy Industry",80.8614435808808
"1299","Canada Net-zero","2015","Megatonnes","Heavy Industry",80.5573679080247
"1300","Canada Net-zero","2016","Megatonnes","Heavy Industry",77.9796305552445
"1301","Canada Net-zero","2017","Megatonnes","Heavy Industry",77.3152699782535
"1302","Canada Net-zero","2018","Megatonnes","Heavy Industry",79.5642282916944
"1303","Canada Net-zero","2019","Megatonnes","Heavy Industry",78.7880676182336
"1304","Canada Net-zero","2020","Megatonnes","Heavy Industry",73.5758806568093
"1305","Canada Net-zero","2021","Megatonnes","Heavy Industry",76.8125528336277
"1306","Canada Net-zero","2022","Megatonnes","Heavy Industry",74.2066741646817
"1307","Canada Net-zero","2023","Megatonnes","Heavy Industry",75.9131761495811
"1308","Canada Net-zero","2024","Megatonnes","Heavy Industry",74.5750859146036
"1309","Canada Net-zero","2025","Megatonnes","Heavy Industry",72.1581395088842
"1310","Canada Net-zero","2026","Megatonnes","Heavy Industry",69.6544848086322
"1311","Canada Net-zero","2027","Megatonnes","Heavy Industry",68.0232649793398
"1312","Canada Net-zero","2028","Megatonnes","Heavy Industry",65.3854442172557
"1313","Canada Net-zero","2029","Megatonnes","Heavy Industry",60.9612072527695
"1314","Canada Net-zero","2030","Megatonnes","Heavy Industry",56.5426744873152
"1315","Canada Net-zero","2031","Megatonnes","Heavy Industry",54.4629183434326
"1316","Canada Net-zero","2032","Megatonnes","Heavy Industry",51.6164574364113
"1317","Canada Net-zero","2033","Megatonnes","Heavy Industry",49.2630606202027
"1318","Canada Net-zero","2034","Megatonnes","Heavy Industry",46.8300216270972
"1319","Canada Net-zero","2035","Megatonnes","Heavy Industry",45.4378131539481
"1320","Canada Net-zero","2036","Megatonnes","Heavy Industry",42.3981408784525
"1321","Canada Net-zero","2037","Megatonnes","Heavy Industry",39.5413213853115
"1322","Canada Net-zero","2038","Megatonnes","Heavy Industry",36.5825785103539
"1323","Canada Net-zero","2039","Megatonnes","Heavy Industry",33.6863326106833
"1324","Canada Net-zero","2040","Megatonnes","Heavy Industry",30.066673292723
"1325","Canada Net-zero","2041","Megatonnes","Heavy Industry",27.054252806866
"1326","Canada Net-zero","2042","Megatonnes","Heavy Industry",25.5065208816766
"1327","Canada Net-zero","2043","Megatonnes","Heavy Industry",24.3882350455711
"1328","Canada Net-zero","2044","Megatonnes","Heavy Industry",23.2436151411264
"1329","Canada Net-zero","2045","Megatonnes","Heavy Industry",22.5263211341622
"1330","Canada Net-zero","2046","Megatonnes","Heavy Industry",21.6782284938231
"1331","Canada Net-zero","2047","Megatonnes","Heavy Industry",20.8248525152035
"1332","Canada Net-zero","2048","Megatonnes","Heavy Industry",20.2054252415571
"1333","Canada Net-zero","2049","Megatonnes","Heavy Industry",19.5421902728477
"1334","Canada Net-zero","2050","Megatonnes","Heavy Industry",19.1008046688035
"1335","Canada Net-zero","2005","Megatonnes","Agriculture",63.6071388000864
"1336","Canada Net-zero","2006","Megatonnes","Agriculture",62.2674149977202
"1337","Canada Net-zero","2007","Megatonnes","Agriculture",62.4420626346987
"1338","Canada Net-zero","2008","Megatonnes","Agriculture",61.9120689260359
"1339","Canada Net-zero","2009","Megatonnes","Agriculture",59.1714603393537
"1340","Canada Net-zero","2010","Megatonnes","Agriculture",59.3692737100013
"1341","Canada Net-zero","2011","Megatonnes","Agriculture",60.20407743074
"1342","Canada Net-zero","2012","Megatonnes","Agriculture",62.4838524982851
"1343","Canada Net-zero","2013","Megatonnes","Agriculture",64.3782360212374
"1344","Canada Net-zero","2014","Megatonnes","Agriculture",63.3912089079145
"1345","Canada Net-zero","2015","Megatonnes","Agriculture",65.0173088842716
"1346","Canada Net-zero","2016","Megatonnes","Agriculture",66.0238405721325
"1347","Canada Net-zero","2017","Megatonnes","Agriculture",66.5071681072542
"1348","Canada Net-zero","2018","Megatonnes","Agriculture",68.5374233492208
"1349","Canada Net-zero","2019","Megatonnes","Agriculture",68.9626701359055
"1350","Canada Net-zero","2020","Megatonnes","Agriculture",69.7784567351364
"1351","Canada Net-zero","2021","Megatonnes","Agriculture",68.5168220156622
"1352","Canada Net-zero","2022","Megatonnes","Agriculture",70.7915297715265
"1353","Canada Net-zero","2023","Megatonnes","Agriculture",71.0024201121668
"1354","Canada Net-zero","2024","Megatonnes","Agriculture",69.5050573681241
"1355","Canada Net-zero","2025","Megatonnes","Agriculture",68.4211023181256
"1356","Canada Net-zero","2026","Megatonnes","Agriculture",67.9127051881582
"1357","Canada Net-zero","2027","Megatonnes","Agriculture",67.1896279624082
"1358","Canada Net-zero","2028","Megatonnes","Agriculture",66.559002672414
"1359","Canada Net-zero","2029","Megatonnes","Agriculture",65.9555789948721
"1360","Canada Net-zero","2030","Megatonnes","Agriculture",65.1450865376818
"1361","Canada Net-zero","2031","Megatonnes","Agriculture",64.4919724215716
"1362","Canada Net-zero","2032","Megatonnes","Agriculture",63.9137497324848
"1363","Canada Net-zero","2033","Megatonnes","Agriculture",63.3483318017025
"1364","Canada Net-zero","2034","Megatonnes","Agriculture",62.7925394453477
"1365","Canada Net-zero","2035","Megatonnes","Agriculture",62.2241961928399
"1366","Canada Net-zero","2036","Megatonnes","Agriculture",61.5152890309627
"1367","Canada Net-zero","2037","Megatonnes","Agriculture",60.6700206250698
"1368","Canada Net-zero","2038","Megatonnes","Agriculture",59.7839210115486
"1369","Canada Net-zero","2039","Megatonnes","Agriculture",58.881540049699
"1370","Canada Net-zero","2040","Megatonnes","Agriculture",57.9795548169849
"1371","Canada Net-zero","2041","Megatonnes","Agriculture",57.0597744093556
"1372","Canada Net-zero","2042","Megatonnes","Agriculture",56.1435127080689
"1373","Canada Net-zero","2043","Megatonnes","Agriculture",55.2180788303707
"1374","Canada Net-zero","2044","Megatonnes","Agriculture",54.31546630796
"1375","Canada Net-zero","2045","Megatonnes","Agriculture",53.4413883313327
"1376","Canada Net-zero","2046","Megatonnes","Agriculture",52.5780140194148
"1377","Canada Net-zero","2047","Megatonnes","Agriculture",51.7240668746742
"1378","Canada Net-zero","2048","Megatonnes","Agriculture",50.8942823689184
"1379","Canada Net-zero","2049","Megatonnes","Agriculture",50.0959859261854
"1380","Canada Net-zero","2050","Megatonnes","Agriculture",49.3423645307553
"1381","Canada Net-zero","2005","Megatonnes","Waste and Others",52.0656334389947
"1382","Canada Net-zero","2006","Megatonnes","Waste and Others",50.6791056932501
"1383","Canada Net-zero","2007","Megatonnes","Waste and Others",50.5691053693132
"1384","Canada Net-zero","2008","Megatonnes","Waste and Others",48.9365896629537
"1385","Canada Net-zero","2009","Megatonnes","Waste and Others",44.4028866669363
"1386","Canada Net-zero","2010","Megatonnes","Waste and Others",45.8814376710062
"1387","Canada Net-zero","2011","Megatonnes","Waste and Others",47.2173379181966
"1388","Canada Net-zero","2012","Megatonnes","Waste and Others",47.4591104131185
"1389","Canada Net-zero","2013","Megatonnes","Waste and Others",48.906714686071
"1390","Canada Net-zero","2014","Megatonnes","Waste and Others",46.3310547694124
"1391","Canada Net-zero","2015","Megatonnes","Waste and Others",47.4531759953852
"1392","Canada Net-zero","2016","Megatonnes","Waste and Others",47.9884430799707
"1393","Canada Net-zero","2017","Megatonnes","Waste and Others",48.7028047239603
"1394","Canada Net-zero","2018","Megatonnes","Waste and Others",49.5936983870437
"1395","Canada Net-zero","2019","Megatonnes","Waste and Others",49.567432569041
"1396","Canada Net-zero","2020","Megatonnes","Waste and Others",46.0572544496163
"1397","Canada Net-zero","2021","Megatonnes","Waste and Others",46.9838046490339
"1398","Canada Net-zero","2022","Megatonnes","Waste and Others",45.9338007155201
"1399","Canada Net-zero","2023","Megatonnes","Waste and Others",44.8915310305226
"1400","Canada Net-zero","2024","Megatonnes","Waste and Others",44.0990533498733
"1401","Canada Net-zero","2025","Megatonnes","Waste and Others",42.4046265008639
"1402","Canada Net-zero","2026","Megatonnes","Waste and Others",41.43356466149
"1403","Canada Net-zero","2027","Megatonnes","Waste and Others",40.4611062498876
"1404","Canada Net-zero","2028","Megatonnes","Waste and Others",39.199108034543
"1405","Canada Net-zero","2029","Megatonnes","Waste and Others",37.9454352265979
"1406","Canada Net-zero","2030","Megatonnes","Waste and Others",36.6100428035192
"1407","Canada Net-zero","2031","Megatonnes","Waste and Others",36.1129738124987
"1408","Canada Net-zero","2032","Megatonnes","Waste and Others",35.6493503265178
"1409","Canada Net-zero","2033","Megatonnes","Waste and Others",35.1457165156743
"1410","Canada Net-zero","2034","Megatonnes","Waste and Others",34.6026447169664
"1411","Canada Net-zero","2035","Megatonnes","Waste and Others",34.1199833674496
"1412","Canada Net-zero","2036","Megatonnes","Waste and Others",33.6309419037511
"1413","Canada Net-zero","2037","Megatonnes","Waste and Others",33.1002010764135
"1414","Canada Net-zero","2038","Megatonnes","Waste and Others",32.5151182645911
"1415","Canada Net-zero","2039","Megatonnes","Waste and Others",31.9809740294751
"1416","Canada Net-zero","2040","Megatonnes","Waste and Others",31.4336515768157
"1417","Canada Net-zero","2041","Megatonnes","Waste and Others",30.7521784890887
"1418","Canada Net-zero","2042","Megatonnes","Waste and Others",30.1768256412705
"1419","Canada Net-zero","2043","Megatonnes","Waste and Others",29.6038155394758
"1420","Canada Net-zero","2044","Megatonnes","Waste and Others",29.0773540148747
"1421","Canada Net-zero","2045","Megatonnes","Waste and Others",28.5645289691718
"1422","Canada Net-zero","2046","Megatonnes","Waste and Others",28.0605077546967
"1423","Canada Net-zero","2047","Megatonnes","Waste and Others",27.5945326508198
"1424","Canada Net-zero","2048","Megatonnes","Waste and Others",27.1518285336855
"1425","Canada Net-zero","2049","Megatonnes","Waste and Others",26.7331180128474
"1426","Canada Net-zero","2050","Megatonnes","Waste and Others",26.3573321748247
"1427","Canada Net-zero","2005","Megatonnes","Land Use, Land Use Change and Forestry",-5.54239861
"1428","Canada Net-zero","2006","Megatonnes","Land Use, Land Use Change and Forestry",-19.332705407
"1429","Canada Net-zero","2007","Megatonnes","Land Use, Land Use Change and Forestry",-16.876486383
"1430","Canada Net-zero","2008","Megatonnes","Land Use, Land Use Change and Forestry",-21.375972764
"1431","Canada Net-zero","2009","Megatonnes","Land Use, Land Use Change and Forestry",-48.795110435
"1432","Canada Net-zero","2010","Megatonnes","Land Use, Land Use Change and Forestry",-18.172995511
"1433","Canada Net-zero","2011","Megatonnes","Land Use, Land Use Change and Forestry",-11.9499964449999
"1434","Canada Net-zero","2012","Megatonnes","Land Use, Land Use Change and Forestry",-21.186483908
"1435","Canada Net-zero","2013","Megatonnes","Land Use, Land Use Change and Forestry",-19.733200527
"1436","Canada Net-zero","2014","Megatonnes","Land Use, Land Use Change and Forestry",-39.315970058
"1437","Canada Net-zero","2015","Megatonnes","Land Use, Land Use Change and Forestry",0.0238996389999869
"1438","Canada Net-zero","2016","Megatonnes","Land Use, Land Use Change and Forestry",-10.95583335
"1439","Canada Net-zero","2017","Megatonnes","Land Use, Land Use Change and Forestry",-16.226608235
"1440","Canada Net-zero","2018","Megatonnes","Land Use, Land Use Change and Forestry",-11.293653983
"1441","Canada Net-zero","2019","Megatonnes","Land Use, Land Use Change and Forestry",-18.821113315
"1442","Canada Net-zero","2020","Megatonnes","Land Use, Land Use Change and Forestry",-13.38768103
"1443","Canada Net-zero","2021","Megatonnes","Land Use, Land Use Change and Forestry",-17.302572539
"1444","Canada Net-zero","2022","Megatonnes","Land Use, Land Use Change and Forestry",-15.4063258204
"1445","Canada Net-zero","2023","Megatonnes","Land Use, Land Use Change and Forestry",-17.23053509285
"1446","Canada Net-zero","2024","Megatonnes","Land Use, Land Use Change and Forestry",-19.0547443653
"1447","Canada Net-zero","2025","Megatonnes","Land Use, Land Use Change and Forestry",-20.87895363775
"1448","Canada Net-zero","2026","Megatonnes","Land Use, Land Use Change and Forestry",-22.7031629102
"1449","Canada Net-zero","2027","Megatonnes","Land Use, Land Use Change and Forestry",-24.52737218265
"1450","Canada Net-zero","2028","Megatonnes","Land Use, Land Use Change and Forestry",-26.3515814551
"1451","Canada Net-zero","2029","Megatonnes","Land Use, Land Use Change and Forestry",-28.17579072755
"1452","Canada Net-zero","2030","Megatonnes","Land Use, Land Use Change and Forestry",-30
"1453","Canada Net-zero","2031","Megatonnes","Land Use, Land Use Change and Forestry",-31
"1454","Canada Net-zero","2032","Megatonnes","Land Use, Land Use Change and Forestry",-32
"1455","Canada Net-zero","2033","Megatonnes","Land Use, Land Use Change and Forestry",-33
"1456","Canada Net-zero","2034","Megatonnes","Land Use, Land Use Change and Forestry",-34
"1457","Canada Net-zero","2035","Megatonnes","Land Use, Land Use Change and Forestry",-35
"1458","Canada Net-zero","2036","Megatonnes","Land Use, Land Use Change and Forestry",-36
"1459","Canada Net-zero","2037","Megatonnes","Land Use, Land Use Change and Forestry",-37
"1460","Canada Net-zero","2038","Megatonnes","Land Use, Land Use Change and Forestry",-38
"1461","Canada Net-zero","2039","Megatonnes","Land Use, Land Use Change and Forestry",-39
"1462","Canada Net-zero","2040","Megatonnes","Land Use, Land Use Change and Forestry",-40
"1463","Canada Net-zero","2041","Megatonnes","Land Use, Land Use Change and Forestry",-41
"1464","Canada Net-zero","2042","Megatonnes","Land Use, Land Use Change and Forestry",-42
"1465","Canada Net-zero","2043","Megatonnes","Land Use, Land Use Change and Forestry",-43
"1466","Canada Net-zero","2044","Megatonnes","Land Use, Land Use Change and Forestry",-44
"1467","Canada Net-zero","2045","Megatonnes","Land Use, Land Use Change and Forestry",-45
"1468","Canada Net-zero","2046","Megatonnes","Land Use, Land Use Change and Forestry",-46
"1469","Canada Net-zero","2047","Megatonnes","Land Use, Land Use Change and Forestry",-47
"1470","Canada Net-zero","2048","Megatonnes","Land Use, Land Use Change and Forestry",-48
"1471","Canada Net-zero","2049","Megatonnes","Land Use, Land Use Change and Forestry",-49
"1472","Canada Net-zero","2050","Megatonnes","Land Use, Land Use Change and Forestry",-50
"1473","Canada Net-zero","2005","Megatonnes","Direct Air Capture",0
"1474","Canada Net-zero","2006","Megatonnes","Direct Air Capture",0
"1475","Canada Net-zero","2007","Megatonnes","Direct Air Capture",0
"1476","Canada Net-zero","2008","Megatonnes","Direct Air Capture",0
"1477","Canada Net-zero","2009","Megatonnes","Direct Air Capture",0
"1478","Canada Net-zero","2010","Megatonnes","Direct Air Capture",0
"1479","Canada Net-zero","2011","Megatonnes","Direct Air Capture",0
"1480","Canada Net-zero","2012","Megatonnes","Direct Air Capture",0
"1481","Canada Net-zero","2013","Megatonnes","Direct Air Capture",0
"1482","Canada Net-zero","2014","Megatonnes","Direct Air Capture",0
"1483","Canada Net-zero","2015","Megatonnes","Direct Air Capture",0
"1484","Canada Net-zero","2016","Megatonnes","Direct Air Capture",0
"1485","Canada Net-zero","2017","Megatonnes","Direct Air Capture",0
"1486","Canada Net-zero","2018","Megatonnes","Direct Air Capture",0
"1487","Canada Net-zero","2019","Megatonnes","Direct Air Capture",0
"1488","Canada Net-zero","2020","Megatonnes","Direct Air Capture",0
"1489","Canada Net-zero","2021","Megatonnes","Direct Air Capture",0
"1490","Canada Net-zero","2022","Megatonnes","Direct Air Capture",0
"1491","Canada Net-zero","2023","Megatonnes","Direct Air Capture",-1.97233171730471e-13
"1492","Canada Net-zero","2024","Megatonnes","Direct Air Capture",-1.17263129124742e-10
"1493","Canada Net-zero","2025","Megatonnes","Direct Air Capture",-1.02939632098889e-08
"1494","Canada Net-zero","2026","Megatonnes","Direct Air Capture",-2.70154577752576e-07
"1495","Canada Net-zero","2027","Megatonnes","Direct Air Capture",-3.36420811687957e-06
"1496","Canada Net-zero","2028","Megatonnes","Direct Air Capture",-2.52435614749838e-05
"1497","Canada Net-zero","2029","Megatonnes","Direct Air Capture",-0.000133288224868258
"1498","Canada Net-zero","2030","Megatonnes","Direct Air Capture",-0.000537503591905113
"1499","Canada Net-zero","2031","Megatonnes","Direct Air Capture",-0.00227991648687813
"1500","Canada Net-zero","2032","Megatonnes","Direct Air Capture",-0.00818831003885107
"1501","Canada Net-zero","2033","Megatonnes","Direct Air Capture",-0.0248223042571651
"1502","Canada Net-zero","2034","Megatonnes","Direct Air Capture",-0.0652401854422082
"1503","Canada Net-zero","2035","Megatonnes","Direct Air Capture",-0.152444447695957
"1504","Canada Net-zero","2036","Megatonnes","Direct Air Capture",-0.326451219058211
"1505","Canada Net-zero","2037","Megatonnes","Direct Air Capture",-0.645553689144706
"1506","Canada Net-zero","2038","Megatonnes","Direct Air Capture",-1.18999811856747
"1507","Canada Net-zero","2039","Megatonnes","Direct Air Capture",-2.06234878899865
"1508","Canada Net-zero","2040","Megatonnes","Direct Air Capture",-2.429053267692
"1509","Canada Net-zero","2041","Megatonnes","Direct Air Capture",-4.33027317622447
"1510","Canada Net-zero","2042","Megatonnes","Direct Air Capture",-6.16127098059129
"1511","Canada Net-zero","2043","Megatonnes","Direct Air Capture",-10.5076274141513
"1512","Canada Net-zero","2044","Megatonnes","Direct Air Capture",-15.4337521615888
"1513","Canada Net-zero","2045","Megatonnes","Direct Air Capture",-20.9767170998724
"1514","Canada Net-zero","2046","Megatonnes","Direct Air Capture",-26.6454780666948
"1515","Canada Net-zero","2047","Megatonnes","Direct Air Capture",-32.9245842942189
"1516","Canada Net-zero","2048","Megatonnes","Direct Air Capture",-39.7804057057688
"1517","Canada Net-zero","2049","Megatonnes","Direct Air Capture",-47.1678884815904
"1518","Canada Net-zero","2050","Megatonnes","Direct Air Capture",-55.0364779577842
